ID_NUMBER,ACTIVITY_LOCATION,YRMONTH,VIO_FLAG,SNC_FLAG
ALD077647691,AL,199211,Y,N
ALD077647691,AL,199212,Y,N
ALD077647691,AL,199301,Y,N
ALD077647691,AL,199302,Y,N
ALD077647691,AL,199303,Y,N
ALD077647691,AL,199304,Y,N
ALD077647691,AL,199305,Y,N
ALD077647691,AL,199603,Y,N
ALD077647691,AL,199604,Y,N
ALD077647691,AL,199703,Y,N
ALD077647691,AL,199704,Y,N
ALD077647691,AL,199705,Y,N
ALD077647691,AL,199706,Y,N
ALD077647691,AL,199707,Y,N
ALD077647691,AL,199708,Y,N
ALD077647691,AL,199709,Y,N
ALD077647691,AL,199710,Y,N
ALD077647691,AL,199810,Y,N
ALD077647691,AL,199811,Y,N
ALD077647691,AL,199812,Y,N
ALD077647691,AL,200201,Y,N
ALD077647691,AL,200202,Y,N
ALD077647691,AL,200203,Y,N
ALD077647691,AL,200204,Y,N
ALD077647691,AL,200205,Y,N
ALD077647691,AL,200206,Y,N
ALD077647691,AL,200307,Y,N
ALD077647691,AL,200509,Y,N
ALD077647691,AL,200809,Y,N
ALD077647691,AL,201009,Y,N
ALD077647691,AL,201010,Y,N
ALD077647691,AL,201306,Y,N
ALD077647691,AL,201307,Y,N
ALD077647691,AL,201308,Y,N
ALD077647691,AL,201309,Y,N
ALD077647691,AL,201310,Y,N
ALD077647691,AL,201807,N,Y
ALD077647691,AL,201808,N,Y
ALD077647691,AL,201809,N,Y
ALD077647691,AL,201810,N,Y
ALD077647691,AL,201811,N,Y
ALD077647691,AL,201812,N,Y
ALD077647691,AL,201901,N,Y
ALD077647691,AL,201902,N,Y
ALD077649259,AL,199210,Y,N
ALD077649259,AL,199211,Y,N
ALD077649259,AL,199606,Y,N
ALD077649259,AL,199607,Y,N
ALD077649259,AL,199608,Y,N
ALD077649259,AL,200305,Y,N
ALD077649259,AL,200306,Y,N
ALD077649259,AL,200607,Y,N
ALD077649259,AL,200608,Y,N
ALD077649259,AL,200807,Y,N
ALD077649259,AL,200808,Y,N
ALD077650117,AL,199603,Y,N
ALD077650117,AL,199604,Y,N
ALD077650117,AL,199605,Y,N
ALD077650117,AL,199606,Y,N
ALD077650117,AL,199607,Y,N
ALD077654036,AL,199006,Y,N
ALD077654036,AL,199007,Y,N
ALD077654036,AL,199008,Y,N
ALD077654036,AL,199009,Y,N
ALD077654036,AL,199010,Y,N
ALD077654036,AL,199011,Y,N
ALD077654036,AL,199201,Y,N
ALD077654036,AL,199202,Y,N
ALD077654036,AL,199203,Y,N
ALD077654036,AL,199204,Y,N
ALD077654036,AL,199205,Y,N
ALD077654036,AL,199206,Y,N
ALD077654036,AL,200207,Y,N
ALD077654036,AL,200208,Y,N
ALD077654036,AL,200608,Y,N
ALD077654036,AL,200609,Y,N
ALD077654036,AL,200610,Y,N
ALD077655934,AL,199210,Y,N
ALD077655934,AL,199211,Y,N
ALD077655934,AL,199212,Y,N
ALD077655934,AL,199510,Y,N
ALD077655934,AL,199511,Y,N
ALD077655934,AL,199512,Y,N
ALD077655934,AL,199601,Y,N
ALD077655934,AL,199603,Y,N
ALD077655934,AL,199604,Y,N
ALD077655934,AL,199705,Y,N
ALD077655934,AL,200304,Y,N
ALD077655934,AL,200305,Y,N
ALD077657427,AL,198408,Y,N
ALD077657427,AL,198409,Y,N
ALD077657427,AL,198410,Y,N
ALD077657427,AL,198411,Y,N
ALD077657427,AL,198412,Y,N
ALD077657427,AL,198501,Y,N
ALD077657427,AL,198502,Y,N
ALD077657427,AL,198503,Y,N
ALD077657427,AL,198504,Y,N
ALD077657427,AL,198505,Y,N
ALD077657427,AL,198506,Y,N
ALD077657427,AL,198507,Y,N
ALD077657427,AL,198508,Y,N
ALD077657427,AL,198509,Y,N
ALD077657427,AL,198510,Y,N
ALD077657427,AL,198511,Y,N
ALD077657427,AL,198512,Y,N
ALD077657427,AL,198601,Y,N
ALD077657427,AL,198602,Y,N
ALD077657427,AL,198603,Y,N
ALD077657427,AL,198604,Y,N
ALD077657427,AL,198605,Y,N
ALD077657427,AL,198606,Y,N
ALD077657427,AL,198607,Y,N
ALD077657427,AL,198608,Y,N
ALD077657427,AL,198609,Y,N
ALD077657427,AL,198610,Y,N
ALD077657427,AL,198611,Y,N
ALD077657427,AL,198612,Y,N
ALD077657427,AL,198701,Y,N
ALD077657427,AL,198702,Y,N
ALD077657427,AL,198703,Y,N
ALD077657427,AL,198704,Y,N
ALD077657427,AL,198705,Y,N
ALD077657427,AL,198706,Y,N
ALD077657427,AL,198707,Y,N
ALD077657427,AL,198708,Y,N
ALD077657427,AL,198709,Y,N
ALD077657427,AL,198710,Y,N
ALD077657427,AL,198711,Y,N
ALD077657427,AL,198712,Y,N
ALD077657427,AL,198801,Y,N
ALD077657427,AL,199003,Y,N
ALD077657427,AL,199004,Y,N
ALD077657427,AL,199005,Y,N
ALD077657427,AL,199006,Y,N
ALD077657427,AL,199007,Y,N
ALD077657427,AL,199008,Y,N
ALD077657427,AL,199009,Y,N
ALD077657427,AL,199010,Y,N
ALD077657427,AL,199011,Y,N
ALD077657427,AL,199012,Y,N
ALD077657427,AL,199101,Y,N
ALD077657427,AL,199606,Y,N
ALD077657427,AL,199607,Y,N
ALD077657427,AL,199608,Y,N
ALD077657427,AL,200805,Y,N
ALD077657427,AL,200806,Y,N
ALD077657427,AL,200807,Y,N
ALD077657427,AL,200808,Y,N
ALD077657427,AL,201208,Y,N
ALD077657427,AL,201209,Y,N
ALD077657427,AL,201603,Y,N
ALD077911915,AL,199212,Y,N
ALD077911915,AL,199301,Y,N
ALD077911915,AL,199302,Y,N
ALD077911915,AL,199401,Y,N
ALD077911915,AL,199402,Y,N
ALD077911915,AL,199606,Y,N
ALD077911915,AL,199607,Y,N
ALD077911915,AL,199608,Y,N
ALD077911915,AL,199709,Y,N
ALD077911915,AL,199802,Y,N
ALD077911915,AL,199803,Y,N
ALD077911915,AL,200209,Y,N
ALD077911915,AL,200210,Y,N
ALD077911915,AL,200211,Y,N
ALD077911915,AL,200802,Y,N
ALD077911915,AL,200803,Y,N
ALD077911915,AL,200804,Y,N
ALD077911915,AL,200805,Y,N
ALD077911915,AL,200806,Y,N
ALD077911915,AL,200807,Y,N
ALD077911915,AL,201203,Y,N
ALD077911915,AL,201204,Y,N
ALD077911915,AL,201205,Y,N
ALD077911915,AL,201206,Y,N
ALD077911915,AL,201607,Y,N
ALD077911915,AL,201608,Y,N
ALD077933216,AL,198504,Y,N
ALD077933216,AL,198505,Y,N
ALD077933216,AL,198506,Y,N
ALD077933216,AL,199311,Y,N
ALD077933216,AL,199312,Y,N
ALD077935203,AL,199411,Y,N
ALD077935203,AL,199412,Y,N
ALD077935203,AL,199501,Y,N
ALD077935203,AL,199502,Y,N
ALD077935203,AL,199503,Y,N
ALD077935203,AL,199504,Y,N
ALD077935203,AL,199505,Y,N
ALD077935203,AL,199506,Y,N
ALD077935203,AL,199701,Y,N
ALD077935203,AL,199712,Y,N
ALD077935203,AL,199801,Y,N
ALD077935203,AL,199802,Y,N
ALD077935203,AL,199803,Y,N
ALD077935203,AL,199808,Y,Y
ALD077935203,AL,199809,Y,Y
ALD077935203,AL,199810,Y,Y
ALD077935203,AL,199811,Y,Y
ALD077935203,AL,199812,Y,Y
ALD077935203,AL,199901,Y,Y
ALD077935203,AL,199902,Y,Y
ALD077935203,AL,199903,Y,Y
ALD077935203,AL,199904,Y,Y
ALD077935203,AL,199905,Y,Y
ALD077935203,AL,200108,Y,N
ALD077935203,AL,200109,Y,N
ALD077935203,AL,200110,Y,N
ALD077935203,AL,200207,Y,Y
ALD077935203,AL,200208,Y,Y
ALD077935203,AL,200209,Y,Y
ALD077935203,AL,200210,Y,Y
ALD077935203,AL,200211,Y,Y
ALD077935203,AL,200212,Y,Y
ALD077935203,AL,200301,Y,Y
ALD077935203,AL,200302,Y,Y
ALD077935203,AL,200303,Y,Y
ALD077935203,AL,200304,Y,Y
ALD077935203,AL,200305,Y,Y
ALD077935203,AL,200306,Y,Y
ALD077935203,AL,200307,Y,Y
ALD077935203,AL,200308,Y,Y
ALD077935203,AL,200309,Y,Y
ALD077935203,AL,200310,Y,N
ALD077935203,AL,200311,Y,N
ALD077935203,AL,200312,Y,N
ALD077935203,AL,200401,Y,N
ALD077935203,AL,200402,Y,N
ALD077935203,AL,200403,Y,N
ALD077935203,AL,200404,Y,N
ALD077935203,AL,200405,Y,N
ALD077935203,AL,200406,Y,N
ALD077935203,AL,200407,Y,N
ALD077935203,AL,200408,Y,N
ALD077935203,AL,200409,Y,N
ALD077959245,AL,199905,Y,N
ALD077959245,AL,199906,Y,N
ALD078003530,AL,199610,Y,N
ALD078003530,AL,199611,Y,N
ALD078003530,AL,199612,Y,N
ALD078959335,AL,198811,Y,N
ALD078959335,AL,198812,Y,N
ALD078959335,AL,198901,Y,N
ALD078959335,AL,198902,Y,N
ALD078959335,AL,198903,Y,N
ALD078959335,AL,198904,Y,N
ALD078959335,AL,199709,Y,N
ALD078959335,AL,199710,Y,N
ALD078959590,AL,200304,Y,N
ALD078959590,AL,200305,Y,N
ALD078959590,AL,200306,Y,N
ALD078960069,AL,199302,Y,N
ALD078960069,AL,199303,Y,N
ALD078960069,AL,200304,Y,N
ALD078960069,AL,200305,Y,N
ALD078960069,AL,200606,Y,N
ALD078960069,AL,200607,Y,N
ALD078960234,AL,200209,Y,N
ALD078960234,AL,200210,Y,N
ALD078960234,AL,200604,Y,N
ALD078960234,AL,200605,Y,N
ALD078960234,AL,200606,Y,N
ALD078960234,AL,200607,Y,N
ALD078960234,AL,200608,Y,N
ALD078960234,AL,200609,Y,N
ALD078964970,AL,198611,Y,N
ALD078964970,AL,198612,Y,N
ALD078964970,AL,198701,Y,N
ALD078964970,AL,198702,Y,N
ALD078964970,AL,198703,Y,N
ALD078964970,AL,198704,Y,N
ALD078964970,AL,198705,Y,N
ALD078964970,AL,198706,Y,N
ALD078964970,AL,198707,Y,N
ALD078964970,AL,198708,Y,N
ALD078964970,AL,198709,Y,N
ALD078964970,AL,198710,Y,N
ALD078964970,AL,198711,Y,N
ALD078964970,AL,198712,Y,N
ALD078964970,AL,198801,Y,N
ALD078964970,AL,199006,Y,N
ALD078964970,AL,199007,Y,N
ALD078964970,AL,199008,Y,N
ALD078964970,AL,199009,Y,N
ALD078964970,AL,199010,Y,N
ALD078964970,AL,199011,Y,N
ALD078964970,AL,199905,Y,N
ALD078964970,AL,200108,Y,N
ALD078964970,AL,200109,Y,N
ALD078964970,AL,200608,Y,N
ALD078964970,AL,200609,Y,N
ALD078964970,AL,200610,Y,N
ALD078964970,AL,200611,Y,N
ALD078964970,AL,201601,Y,N
ALD078964970,AL,201602,Y,N
ALD078974243,AL,198807,Y,N
ALD078974243,AL,198808,Y,N
ALD078974243,AL,198809,Y,N
ALD078974243,AL,201111,Y,N
ALD078974243,AL,201112,Y,N
ALD078977436,AL,199608,Y,N
ALD078977436,AL,199609,Y,N
ALD078977436,AL,199610,Y,N
ALD078977436,AL,200305,Y,N
ALD078977436,AL,200306,Y,N
ALD078977436,AL,200609,Y,N
ALD078977436,AL,200610,Y,N
ALD078977436,AL,200611,Y,N
ALD078977436,AL,200809,Y,N
ALD078977436,AL,200810,Y,N
ALD078977436,AL,200811,Y,N
ALD078977436,AL,200812,Y,N
ALD078979838,AL,199210,Y,N
ALD078979838,AL,199211,Y,N
ALD078979838,AL,199212,Y,N
ALD078979838,AL,199301,Y,N
ALD078982253,AL,199610,Y,N
ALD078982253,AL,199611,Y,N
ALD078983301,AL,199208,Y,N
ALD078983301,AL,199209,Y,N
ALD078983301,AL,199210,Y,N
ALD078983301,AL,199307,Y,N
ALD078983301,AL,199407,Y,N
ALD078983301,AL,199603,Y,N
ALD078983301,AL,199604,Y,N
ALD078983301,AL,199605,Y,N
ALD078983301,AL,199706,Y,N
ALD078983301,AL,199707,Y,N
ALD078983301,AL,200208,Y,N
ALD078983301,AL,200209,Y,N
ALD078983301,AL,200210,Y,N
ALD078983301,AL,200211,Y,N
ALD078983301,AL,200212,Y,N
ALD078983301,AL,200301,Y,N
ALD078983301,AL,200302,Y,N
ALD078983566,AL,199110,Y,N
ALD078983566,AL,199111,Y,N
ALD078983566,AL,199112,Y,N
ALD078983566,AL,199201,Y,N
ALD078983566,AL,199202,Y,N
ALD078983566,AL,200505,Y,N
ALD078983566,AL,200506,Y,N
ALD078983566,AL,200507,Y,N
ALD078983566,AL,200508,Y,N
ALD078983566,AL,200509,Y,N
ALD079102372,AL,199610,Y,N
ALD079102372,AL,199611,Y,N
ALD079102372,AL,199612,Y,N
ALD079103495,AL,200507,Y,N
ALD079103495,AL,200508,Y,N
ALD079103495,AL,200509,Y,N
ALD079103495,AL,200510,Y,N
ALD079103495,AL,200511,Y,N
ALD079103495,AL,200512,Y,N
ALD079103495,AL,200601,Y,N
ALD079107603,AL,199507,Y,N
ALD079107603,AL,199508,Y,N
ALD079109013,AL,198507,Y,N
ALD079109013,AL,198508,Y,N
ALD079109013,AL,198509,Y,N
ALD079109013,AL,198510,Y,N
ALD079109013,AL,198901,Y,N
ALD079109013,AL,198902,Y,N
ALD079109013,AL,198903,Y,N
ALD079109013,AL,198904,Y,N
ALD079109013,AL,198905,Y,N
ALD079109013,AL,198906,Y,N
ALD079109013,AL,198907,Y,N
ALD079109013,AL,198908,Y,N
ALD079109013,AL,198909,Y,N
ALD079109013,AL,198910,Y,N
ALD079109013,AL,198911,Y,N
ALD079109013,AL,198912,Y,N
ALD079109013,AL,199001,Y,N
ALD079109013,AL,199302,Y,N
ALD079109013,AL,199303,Y,N
ALD079109013,AL,199304,Y,N
ALD079109013,AL,199409,Y,N
ALD079109013,AL,199410,Y,N
ALD079109013,AL,199411,Y,N
ALD079109013,AL,199509,Y,N
ALD079109013,AL,199510,Y,N
ALD079109013,AL,199511,Y,N
ALD079109013,AL,199603,Y,N
ALD079109013,AL,199604,Y,N
ALD079109013,AL,199605,Y,N
ALD079109013,AL,199807,Y,N
ALD079109013,AL,199808,Y,N
ALD079109013,AL,199809,Y,N
ALD079109013,AL,199810,Y,N
ALD079109013,AL,199811,Y,N
ALD079109013,AL,199812,Y,N
ALD079109013,AL,199901,Y,N
ALD079109013,AL,199902,Y,N
ALD079109013,AL,199903,Y,N
ALD079109013,AL,199904,Y,N
ALD079109013,AL,199905,Y,N
ALD079109013,AL,199906,Y,N
ALD079109013,AL,200208,Y,N
ALD079109013,AL,200209,Y,N
ALD079109013,AL,200303,Y,N
ALD079109013,AL,200304,Y,N
ALD079109013,AL,200306,Y,N
ALD079109013,AL,200307,Y,N
ALD079109013,AL,200308,Y,N
ALD079109013,AL,200309,Y,N
ALD079109013,AL,200310,Y,N
ALD079109013,AL,200311,Y,N
ALD079109013,AL,200901,Y,N
ALD079109013,AL,200902,Y,N
ALD079109013,AL,200903,Y,N
ALD079109013,AL,201012,Y,N
ALD079109013,AL,201101,Y,N
ALD079109013,AL,201302,Y,N
ALD079109013,AL,201507,Y,N
ALD079109013,AL,201508,Y,N
ALD079109013,AL,201605,Y,N
ALD079109013,AL,201606,Y,N
ALD079109013,AL,201607,Y,N
ALD079109013,AL,201608,Y,N
ALD079109013,AL,201609,Y,N
ALD079109013,AL,201610,Y,N
ALD079119558,AL,199404,Y,N
ALD079119558,AL,199405,Y,N
ALD079119558,AL,199406,Y,N
ALD079119558,AL,199407,Y,N
ALD079119558,AL,199408,Y,N
ALD079119558,AL,199709,Y,N
ALD079119558,AL,199710,Y,N
ALD079119558,AL,199711,Y,N
ALD079119558,AL,200409,Y,N
ALD079119558,AL,200410,Y,N
ALD079119558,AL,200411,Y,N
ALD079119558,AL,200412,Y,N
ALD079121471,AL,199603,Y,N
ALD079121471,AL,199604,Y,N
ALD079121471,AL,199605,Y,N
ALD079121471,AL,199606,Y,N
ALD079121471,AL,199607,Y,N
ALD079122289,AL,199303,Y,N
ALD079122289,AL,199304,Y,N
ALD079122289,AL,199305,Y,N
ALD079122826,AL,199207,Y,N
ALD079122826,AL,199208,Y,N
ALD079122826,AL,199209,Y,N
ALD079122826,AL,199210,Y,N
ALD079122826,AL,199211,Y,N
ALD079127197,AL,200904,Y,N
ALD079127197,AL,200905,Y,N
ALD079127635,AL,198408,Y,N
ALD079127635,AL,198409,Y,N
ALD079127635,AL,198410,Y,N
ALD079127635,AL,198411,Y,N
ALD079127635,AL,198412,Y,N
ALD079127635,AL,198501,Y,N
ALD079127635,AL,198502,Y,N
ALD079127635,AL,198503,Y,N
ALD079127635,AL,198504,Y,N
ALD079127635,AL,198505,Y,N
ALD079127635,AL,198506,Y,N
ALD079127635,AL,198507,Y,N
ALD079127635,AL,198508,Y,N
ALD079127635,AL,198509,Y,N
ALD079127635,AL,198510,Y,N
ALD079127635,AL,198511,Y,N
ALD079127635,AL,198512,Y,N
ALD079127635,AL,198601,Y,N
ALD079127635,AL,198602,Y,N
ALD079127635,AL,198603,Y,N
ALD079127635,AL,198604,Y,N
ALD079127635,AL,198605,Y,N
ALD079127635,AL,198606,Y,N
ALD079127635,AL,198607,Y,N
ALD079127635,AL,198608,Y,N
ALD079127635,AL,198609,Y,N
ALD079127635,AL,198610,Y,N
ALD079127635,AL,198611,Y,N
ALD079127635,AL,198612,Y,N
ALD079127635,AL,198701,Y,N
ALD079127635,AL,198705,Y,N
ALD079127635,AL,198706,Y,N
ALD079127635,AL,198707,Y,N
ALD079127635,AL,198711,Y,N
ALD079127635,AL,198712,Y,N
ALD079127635,AL,198801,Y,N
ALD079127635,AL,198802,Y,N
ALD079127635,AL,198803,Y,N
ALD079127635,AL,198804,Y,N
ALD079127635,AL,198805,Y,N
ALD079127635,AL,198806,Y,N
ALD079127635,AL,198807,Y,N
ALD079127635,AL,198808,Y,N
ALD079127635,AL,198809,Y,N
ALD079127635,AL,198901,Y,N
ALD079127635,AL,198909,Y,N
ALD079127635,AL,198910,Y,N
ALD079127635,AL,198911,Y,N
ALD079127635,AL,198912,Y,N
ALD079127635,AL,199001,Y,N
ALD079127635,AL,199002,Y,N
ALD079127635,AL,199104,Y,N
ALD079127635,AL,199105,Y,N
ALD079127635,AL,199106,Y,N
ALD079127635,AL,199202,Y,N
ALD079127635,AL,199212,Y,N
ALD079127635,AL,199301,Y,N
ALD079127635,AL,199506,Y,N
ALD079127635,AL,199507,Y,N
ALD079127635,AL,199508,Y,N
ALD079127635,AL,199806,Y,N
ALD079127635,AL,199807,Y,N
ALD079127635,AL,199904,Y,N
ALD079127635,AL,199905,Y,N
ALD079127635,AL,199906,Y,N
ALD079127635,AL,199907,Y,N
ALD079127635,AL,199908,Y,N
ALD079127635,AL,200109,Y,N
ALD079127635,AL,200110,Y,N
ALD079127635,AL,200811,Y,N
ALD079127635,AL,201408,Y,N
ALD079127635,AL,201506,Y,N
ALD079127635,AL,201507,Y,N
ALD079474037,AL,198608,Y,N
ALD079474037,AL,198609,Y,N
ALD079474037,AL,198610,Y,N
ALD079474037,AL,198611,Y,N
ALD079474037,AL,198612,Y,N
ALD079474037,AL,198701,Y,N
ALD079474037,AL,198702,Y,N
ALD079474037,AL,198703,Y,N
ALD079474037,AL,198704,Y,N
ALD079474037,AL,198705,Y,N
ALD079474037,AL,198706,Y,N
ALD079474037,AL,198707,Y,N
ALD079474037,AL,198708,Y,N
ALD079474037,AL,198709,Y,N
ALD079474037,AL,198710,Y,N
ALD079474037,AL,198711,Y,N
ALD079474037,AL,198712,Y,N
ALD079474037,AL,198801,Y,N
ALD079474037,AL,198802,Y,N
ALD079474037,AL,198803,Y,N
ALD079474037,AL,198804,Y,N
ALD079474037,AL,198805,Y,N
ALD079474037,AL,198806,Y,N
ALD079474037,AL,198807,Y,N
ALD079474037,AL,198808,Y,N
ALD079474037,AL,198809,Y,N
ALD079474037,AL,198810,Y,N
ALD079474037,AL,198811,Y,N
ALD079474037,AL,198812,Y,N
ALD079474037,AL,198901,Y,N
ALD079474037,AL,198902,Y,N
ALD079474037,AL,198903,Y,N
ALD079474037,AL,198904,Y,N
ALD079474037,AL,198905,Y,N
ALD079474037,AL,198906,Y,N
ALD079474037,AL,198907,Y,N
ALD079474037,AL,198908,Y,N
ALD079474037,AL,198909,Y,N
ALD079474037,AL,198910,Y,N
ALD079474037,AL,198911,Y,N
ALD079474037,AL,198912,Y,N
ALD079474037,AL,199001,Y,N
ALD079474037,AL,199002,Y,N
ALD079474037,AL,199003,Y,N
ALD079474037,AL,199004,Y,N
ALD079474037,AL,199101,Y,N
ALD079474037,AL,199102,Y,N
ALD079474037,AL,199103,Y,N
ALD079474037,AL,199104,Y,N
ALD079474037,AL,199105,Y,N
ALD079474037,AL,199106,Y,N
ALD079474037,AL,199107,Y,N
ALD079474037,AL,199201,Y,N
ALD079474037,AL,199202,Y,N
ALD079474037,AL,199203,Y,N
ALD079474037,AL,199308,Y,N
ALD079474037,AL,199309,Y,N
ALD079474037,AL,199310,Y,N
ALD079474037,AL,199311,Y,N
ALD079474037,AL,199406,Y,N
ALD079474037,AL,199407,Y,N
ALD079474037,AL,199408,Y,N
ALD079474037,AL,199409,Y,N
ALD079474037,AL,199410,Y,N
ALD079474037,AL,199411,Y,N
ALD079474037,AL,199412,Y,N
ALD079474037,AL,199504,Y,N
ALD079474037,AL,199505,Y,N
ALD079474037,AL,199506,Y,N
ALD079474037,AL,199602,Y,N
ALD079474037,AL,199603,Y,N
ALD079474037,AL,199704,Y,N
ALD079474037,AL,199705,Y,N
ALD079474037,AL,199902,Y,N
ALD079474037,AL,199903,Y,N
ALD079474037,AL,200011,Y,N
ALD079474037,AL,200012,Y,N
ALD079474037,AL,200101,Y,N
ALD079474037,AL,200102,Y,N
ALD079474037,AL,200307,Y,N
ALD079474037,AL,200308,Y,N
ALD079474037,AL,200505,Y,N
ALD079474037,AL,200506,Y,N
ALD079474037,AL,200507,Y,N
ALD079474037,AL,200608,Y,N
ALD079474037,AL,200609,Y,N
ALD079474037,AL,200610,Y,N
ALD079474037,AL,200708,Y,N
ALD079474037,AL,200709,Y,N
ALD079474037,AL,200805,Y,N
ALD079474037,AL,200806,Y,N
ALD079474037,AL,200905,Y,N
ALD079474037,AL,200906,Y,N
ALD079474037,AL,200907,Y,N
ALD079474037,AL,201004,Y,N
ALD079474037,AL,201005,Y,N
ALD079474037,AL,201006,Y,N
ALD079474037,AL,201106,Y,Y
ALD079474037,AL,201107,Y,Y
ALD079474037,AL,201108,Y,Y
ALD079474037,AL,201109,N,Y
ALD079474037,AL,201110,N,Y
ALD079474037,AL,201111,Y,Y
ALD079474037,AL,201112,Y,Y
ALD079474037,AL,201201,Y,Y
ALD079474037,AL,201202,N,Y
ALD079474037,AL,201203,N,Y
ALD079474037,AL,201204,N,Y
ALD079474037,AL,201205,N,Y
ALD079474037,AL,201206,N,Y
ALD079474037,AL,201207,N,Y
ALD079474037,AL,201208,N,Y
ALD079474037,AL,201209,N,Y
ALD079474037,AL,201210,N,Y
ALD079474037,AL,201211,N,Y
ALD079474037,AL,201212,N,Y
ALD079474037,AL,201301,N,Y
ALD079474037,AL,201302,N,Y
ALD079474037,AL,201303,N,Y
ALD079474037,AL,201304,N,Y
ALD079474037,AL,201305,N,Y
ALD079474037,AL,201306,Y,Y
ALD079474037,AL,201307,Y,Y
ALD079474037,AL,201308,Y,Y
ALD079474037,AL,201309,N,Y
ALD079474037,AL,201310,N,Y
ALD079474037,AL,201311,N,Y
ALD079474037,AL,201312,N,Y
ALD079474037,AL,201401,N,Y
ALD079474037,AL,201402,N,Y
ALD079474037,AL,201403,Y,Y
ALD079474037,AL,201404,Y,Y
ALD079474037,AL,201405,Y,Y
ALD079474037,AL,201406,N,Y
ALD079474037,AL,201407,N,Y
ALD079474037,AL,201408,N,Y
ALD079474037,AL,201409,N,Y
ALD079474037,AL,201410,N,Y
ALD079474037,AL,201411,N,Y
ALD079474037,AL,201412,N,Y
ALD079474037,AL,201501,N,Y
ALD079474037,AL,201502,N,Y
ALD079474037,AL,201503,N,Y
ALD079474037,AL,201504,N,Y
ALD079474037,AL,201505,N,Y
ALD079474037,AL,201506,N,Y
ALD079474037,AL,201507,N,Y
ALD079474037,AL,201508,N,Y
ALD079474037,AL,201509,N,Y
ALD079474037,AL,201510,N,Y
ALD079474037,AL,201511,N,Y
ALD079474037,AL,201512,N,Y
ALD079474037,AL,201601,N,Y
ALD079474037,AL,201602,N,Y
ALD079474037,AL,201603,Y,Y
ALD079474037,AL,201604,Y,Y
ALD079474037,AL,201605,Y,Y
ALD079474037,AL,201606,N,Y
ALD079474037,AL,201607,N,Y
ALD079474037,AL,201608,N,Y
ALD079474037,AL,201609,N,Y
ALD079474037,AL,201610,N,Y
ALD079474037,AL,201611,N,Y
ALD079474037,AL,201612,N,Y
ALD079474037,AL,201701,N,Y
ALD079474037,AL,201702,N,Y
ALD079474037,AL,201703,N,Y
ALD079474037,AL,201704,N,Y
ALD079474037,AL,201705,N,Y
ALD079474037,AL,201706,N,Y
ALD079474037,AL,201707,N,Y
ALD079474037,AL,201708,N,Y
ALD079474037,AL,201709,N,Y
ALD079474037,AL,201710,N,Y
ALD079474037,AL,201711,N,Y
ALD079474037,AL,201712,N,Y
ALD079474037,AL,201801,N,Y
ALD079474037,AL,201802,N,Y
ALD079474037,AL,201803,N,Y
ALD079474037,AL,201804,N,Y
ALD079474037,AL,201805,N,Y
ALD079474037,AL,201806,N,Y
ALD079474037,AL,201807,N,Y
ALD079474037,AL,201808,N,Y
ALD079474037,AL,201809,N,Y
ALD079474037,AL,201810,N,Y
ALD079474037,AL,201811,N,Y
ALD079474037,AL,201812,N,Y
ALD079474037,AL,201901,N,Y
ALD079474037,AL,201902,N,Y
ALD085774453,AL,198911,Y,N
ALD085774453,AL,198912,Y,N
ALD085774453,AL,199906,Y,N
ALD085774453,AL,199907,Y,N
ALD085774875,AL,199201,Y,N
ALD085774875,AL,199202,Y,N
ALD085774875,AL,199203,Y,N
ALD085774875,AL,199204,Y,N
ALD085774875,AL,199205,Y,N
ALD085774875,AL,199206,Y,N
ALD085774875,AL,199207,Y,N
ALD085774875,AL,199208,Y,N
ALD085774875,AL,199209,Y,N
ALD085774875,AL,199210,Y,N
ALD085774875,AL,199304,Y,N
ALD085774875,AL,199305,Y,N
ALD085774875,AL,199306,Y,N
ALD085774875,AL,199307,Y,N
ALD085774875,AL,199503,Y,N
ALD085774875,AL,199504,Y,N
ALD085774875,AL,199505,Y,N
ALD085774875,AL,199506,Y,N
ALD085774875,AL,199703,Y,N
ALD085774875,AL,199704,Y,N
ALD085774875,AL,199705,Y,N
ALD085774875,AL,199805,Y,N
ALD085774875,AL,199806,Y,N
ALD085774875,AL,199807,Y,N
ALD085774875,AL,199904,Y,N
ALD085774875,AL,199905,Y,N
ALD085774875,AL,199906,Y,N
ALD085774875,AL,200303,Y,N
ALD085774875,AL,200304,Y,N
ALD085774875,AL,200305,Y,N
ALD085774875,AL,200306,Y,N
ALD085774875,AL,200307,Y,N
ALD085774875,AL,200308,Y,N
ALD085774875,AL,200309,Y,N
ALD085774875,AL,200901,Y,N
ALD085774875,AL,200902,Y,N
ALD085774875,AL,200903,Y,N
ALD085774875,AL,200904,Y,Y
ALD085774875,AL,200905,Y,Y
ALD085774875,AL,200906,Y,Y
ALD085774875,AL,200907,N,Y
ALD085774875,AL,200908,N,Y
ALD085774875,AL,201012,Y,N
ALD085774875,AL,201101,Y,N
ALD085774875,AL,201102,Y,N
ALD085774875,AL,201304,Y,N
ALD085774875,AL,201305,Y,N
ALD085774875,AL,201306,Y,N
ALD085774875,AL,201307,Y,N
ALD086545522,AL,198601,Y,N
ALD086545522,AL,198602,Y,N
ALD086545522,AL,198603,Y,N
ALD086545522,AL,198604,Y,N
ALD086545522,AL,198605,Y,N
ALD086547643,AL,198403,Y,N
