ID_NUMBER,ACTIVITY_LOCATION,NAICS_CODE
ALD983168402,AL    ,44131
SCD980837504,AL    ,562111
NCD980799142,AL    ,484230
ALR000000141,AL    ,811111
ALD003398377,AL    ,333414
ALD000773648,AL    ,22132
ALD000776641,AL    ,31321
ALR000018010,AL    ,33271
ALR000014712,AL    ,811191
GAD033590514,AL    ,42471
ALR000025775,AL    ,211111
ALD983180076,AL    ,44422
SCR000074765,AL    ,484121
AL4210400004,AL    ,81111
ALR000018259,AL    ,811111
ALR000019018,AL    ,811191
ALR000029389,AL    ,44111
ALR000036087,AL    ,81111
ALD983184425,AL    ,33299
ALR000033035,AL    ,811111
ALD004034138,AL    ,325199
ALR000016683,AL    ,33271
ALR000007799,AL    ,42393
ALR000029264,AL    ,54171
GAR000035303,AL    ,56291
FL0000936831,AL    ,541330
GAR000023192,AL    ,54133
TNR000019604,AL    ,484121
GAR000042119,AL    ,562112
ALR000014506,AL    ,212312
ALD003281250,AL    ,313311
ALR000014597,AL    ,212312
ALR000047092,AL    ,23832
ALD983183088,AL    ,811111
AL1800013863,AL    ,92711
ALR000051292,AL    ,324191
ALR000047696,AL    ,23832
ALR000053272,AL    ,562111
ALR000038208,AL    ,452210
ALD008175408,AL    ,325199
ALD982124372,AL    ,482111
ALR000048611,AL    ,332812
ALR000048652,AL    ,532412
ALR000052480,AL    ,44611
TNR000030544,AL    ,56291
ALR000052886,AL    ,446110
ALD981003361,AL    ,562112
ALD000828848,AL    ,324199
AL3640090004,AL    ,81131
ALR000053223,AL    ,23832
ALD981023773,AL    ,321114
ALD044496966,AL    ,332812
ALR000000240,AL    ,49312
ALR000053561,AL    ,23832
ALR000052092,AL    ,446110
ALR000047746,AL    ,332811
ALR000027383,AL    ,325998
ALR000047415,AL    ,325412
ALR000054098,AL    ,23832
IN0000351387,AL    ,562211
OH0000107649,AL    ,56299
ILR000103184,AL    ,324191
IND000646943,AL    ,562211
OHD046631743,AL    ,325612
ARR000017830,AL    ,54162
TXR000079839,AL    ,48851
ARD069748192,AL    ,562211
LA0000365668,AL    ,562219
LA0000365668,AL    ,562211
LAR000045963,AL    ,48411
TXR000068684,AL    ,562112
OKD987096328,AL    ,562112
AZR000005454,AL    ,562112
NYD049178296,AL    ,562112
NYD097644801,AL    ,48411
PAD013826847,AL    ,562119
VA0000122994,AL    ,562112
ALR000033910,AL    ,482111
ALR000009290,AL    ,332813
ALD981757776,AL    ,811192
ALD981757776,AL    ,44131
ALD982098139,AL    ,811113
ALD983183005,AL    ,44411
ALR000054239,AL    ,81111
ALR000015594,AL    ,42272
ALR000053769,AL    ,221112
ALR000002154,AL    ,48211
ALR000024786,AL    ,332322
ALD983176934,AL    ,333911
ALD983169079,AL    ,42272
ALD004000402,AL    ,32551
ALR000014480,AL    ,811191
ALR000017749,AL    ,811118
ALD050983394,AL    ,32551
ALD983177122,AL    ,4471
ALR000050534,AL    ,452111
ALR000049296,AL    ,621511
ALR000049296,AL    ,62211
ALR000049197,AL    ,81111
ALD983169053,AL    ,4471
ALR000005736,AL    ,333999
ALD982097602,AL    ,81232
ALD983178351,AL    ,4471
ALD982110298,AL    ,562
ALD980605760,AL    ,2211
ALD983174640,AL    ,811121
ALD983174103,AL    ,42469
ALD983171240,AL    ,326212
ALD983184995,AL    ,4841
ALR000013102,AL    ,334416
ALR000040725,AL    ,42361
ALR000037846,AL    ,81131
ALD981865603,AL    ,811111
ALR000051326,AL    ,562112
AL3210020563,AL    ,811198
ALD982148421,AL    ,321113
ALR000030700,AL    ,334515
ALR000023440,AL    ,811191
AL5210400003,AL    ,81111
AL5210400003,AL    ,92811
ALD983193632,AL    ,48211
ALR000033001,AL    ,44122
ALD982144883,AL    ,44111
ALD983169228,AL    ,44211
ALD057231110,AL    ,48621
ALR000041186,AL    ,452311
ALD037484268,AL    ,332812
ALR000046862,AL    ,621511
ALR000045112,AL    ,61171
ALR000041145,AL    ,336412
ALD980842314,AL    ,321114
ALD981749443,AL    ,48621
ALD983175209,AL    ,81149
ALD982082257,AL    ,53212
ALR000024901,AL    ,22111
ALR000049635,AL    ,811111
ALD055154157,AL    ,335221
ALR000050831,AL    ,48831
ALD983179953,AL    ,811121
ALR000033993,AL    ,42382
ALD034129817,AL    ,81232
ALR000048447,AL    ,211111
ALR000006213,AL    ,44411
ALD981749187,AL    ,81232
ALR000006023,AL    ,23593
ALR000005934,AL    ,323119
ALD983185323,AL    ,42111
ALD983185323,AL    ,44111
ALD072100878,AL    ,331111
ALR000043992,AL    ,23712
ALR000008110,AL    ,331410
ALD983177262,AL    ,811121
ALD003395514,AL    ,321114
ALR000052761,AL    ,812922
ALR000052761,AL    ,44611
ALD982112401,AL    ,44111
ALR000052282,AL    ,44611
ALR000048488,AL    ,44131
ALD008204455,AL    ,336611
ALR000027888,AL    ,23411
ALD983194838,AL    ,332313
ALD067128942,AL    ,811111
ALD008149908,AL    ,56291
ALR000049445,AL    ,56291
ALR000049494,AL    ,56291
ALD981475304,AL    ,326199
ALR000014688,AL    ,212312
ALR000013177,AL    ,325211
ALR000006759,AL    ,4841
ALR000044446,AL    ,54171
ALR000052860,AL    ,44611
ALR000047845,AL    ,44132
ALD983190679,AL    ,811111
ALR000014217,AL    ,324191
ALR000045575,AL    ,811111
ALD983176595,AL    ,42471
ALD982109803,AL    ,81111
ALD983194259,AL    ,452311
ALR000049338,AL    ,562112
ALR000044925,AL    ,811310
ALD047865175,AL    ,332322
ALR000046425,AL    ,48849
ALR000010819,AL    ,492210
ALR000045203,AL    ,532412
ALR000012195,AL    ,332313
ALD981920408,AL    ,517311
AL0000486050,AL    ,32619
ALR000040857,AL    ,313210
ALR000030023,AL    ,532412
ALR000001081,AL    ,33231
ALR000009381,AL    ,484121
AL7210400001,AL    ,92119
ALD983174731,AL    ,42449
ALR000014522,AL    ,238120
ALD982111171,AL    ,44131
ALR000017723,AL    ,562111
ALD982163354,AL    ,81119
ALR000030320,AL    ,811111
ALR000047027,AL    ,211111
ALD084367317,AL    ,48691
ALR000018994,AL    ,811111
ALD078956547,AL    ,321113
ALR000015719,AL    ,212321
ALR000044735,AL    ,42393
ALR000026344,AL    ,44111
ALR000044982,AL    ,48849
ALR000044685,AL    ,811111
ALR000010942,AL    ,321114
AL5000053611,AL    ,92811
ALD982125668,AL    ,333922
ALR000005785,AL    ,22132
ALD981756570,AL    ,44111
ALD983174087,AL    ,61121
ALD981025158,AL    ,81232
ALD983185448,AL    ,811121
ALD980838056,AL    ,323112
AL0000989541,AL    ,33242
ALR000005488,AL    ,811111
ALD983173865,AL    ,811111
ALD983169947,AL    ,331511
ALR000006544,AL    ,811111
ALR000050732,AL    ,48832
ALR000039404,AL    ,81111
ALD136418266,AL    ,44111
ALR000014704,AL    ,811111
ALD061139309,AL    ,32552
AL0000050187,AL    ,32791
ALD983166364,AL    ,332813
ALD034104646,AL    ,335912
ALR000019208,AL    ,44111
ALR000017491,AL    ,81111
ALR000017491,AL    ,811111
ALR000008870,AL    ,811118
ALR000024828,AL    ,336612
ALR000019083,AL    ,324199
ALR000033142,AL    ,332999
ALD079115788,AL    ,56171
ALD982155038,AL    ,32732
ALD983169194,AL    ,44131
ALD046473674,AL    ,49311
ALR000007914,AL    ,811121
ALR000051839,AL    ,44611
ALD980846828,AL    ,51121
ALR000046243,AL    ,56292
ALR000046656,AL    ,23832
ALR000024398,AL    ,323113
ALD983191347,AL    ,44111
ALR000028175,AL    ,331523
ALR000036756,AL    ,53212
ALR000037739,AL    ,311615
ALD981477128,AL    ,221112
ALR000017202,AL    ,811191
AL0000980730,AL    ,53212
ALR000020362,AL    ,48422
ALR000017160,AL    ,81111
ALR000006163,AL    ,333923
ALR000032110,AL    ,811111
ALR000020255,AL    ,44131
ALR000042986,AL    ,811198
ALR000045856,AL    ,811198
ALD004010757,AL    ,33511
ALR000009340,AL    ,811121
ALD983171463,AL    ,54171
ALR000036798,AL    ,336413
ALR000002139,AL    ,452311
AL0180000002,AL    ,811111
ALD981476690,AL    ,811121
ALD031582067,AL    ,44111
ALR000044222,AL    ,336399
ALR000007377,AL    ,31321
ALR000018630,AL    ,811118
ALD983170010,AL    ,332813
ALR000010900,AL    ,49221
ALR000033811,AL    ,42193
ALD982123952,AL    ,81232
ALD983173709,AL    ,333414
ALD981023401,AL    ,811111
ALR000000471,AL    ,811111
ALR000009605,AL    ,811121
ALR000046490,AL    ,236116
ALD128411535,AL    ,49221
ALR000019125,AL    ,62191
ALR000028977,AL    ,811191
ALR000031609,AL    ,562112
AL0000105403,AL    ,811121
ALR000050989,AL    ,335311
ALR000048108,AL    ,811111
ALD983174673,AL    ,811111
ALD055907711,AL    ,48411
ALR000030734,AL    ,56172
ALD981860950,AL    ,33634
ALD983194739,AL    ,44112
ALD983170309,AL    ,42271
ALR000017467,AL    ,811191
ALR000007252,AL    ,336112
ALD095697058,AL    ,32411
ALR000030627,AL    ,33995
ALD053367553,AL    ,333518
ALR000032326,AL    ,488999
AL0000061002,AL    ,45299
ALD093185486,AL    ,484121
ALD007960255,AL    ,44111
ALD070513767,AL    ,562211
ALD048896948,AL    ,332439
ALD983171349,AL    ,337127
ALD008190555,AL    ,322211
ALR000018598,AL    ,811111
ALD983182726,AL    ,339999
ALD983178542,AL    ,811111
ALD983190612,AL    ,44112
ALD983190612,AL    ,811111
ALR000018879,AL    ,484121
ALR000037424,AL    ,42372
ALR000028324,AL    ,48411
ALD085765808,AL    ,321114
ALR000025643,AL    ,44131
ALR000035709,AL    ,811111
ALR000017392,AL    ,311412
ALR000017392,AL    ,311812
ALR000021725,AL    ,811111
ALD983193830,AL    ,11142
ALD983191750,AL    ,81131
ALD034050187,AL    ,811111
ALR000018663,AL    ,81111
ALR000005496,AL    ,452311
ALR000017053,AL    ,81111
ALR000047886,AL    ,44111
ALR000007559,AL    ,81149
ALR000007765,AL    ,324191
ALD983192071,AL    ,31311
ALR000051235,AL    ,562112
ALD983176801,AL    ,4471
ALD983173287,AL    ,811121
ALD983174160,AL    ,32311
ALD982104358,AL    ,81231
ALR000032276,AL    ,48411
ALD981932957,AL    ,4471
ALD982166639,AL    ,336399
ALR000031872,AL    ,811111
ALR000010736,AL    ,2349
ALR000034058,AL    ,44132
ALR000009860,AL    ,44611
ALR000022079,AL    ,811191
ALR000014407,AL    ,812922
ALR000021022,AL    ,44112
ALR000022921,AL    ,811191
ALR000013227,AL    ,326291
ALD000622886,AL    ,325181
ALD982115057,AL    ,811113
ALR000039594,AL    ,711211
ALR000017400,AL    ,811111
ALR000039446,AL    ,81111
ALR000013904,AL    ,336212
ALR000029421,AL    ,22132
ALR000043083,AL    ,33271
ALD981932882,AL    ,332994
ALR000021667,AL    ,811111
ALR000018606,AL    ,811191
ALR000017525,AL    ,81111
ALR000017525,AL    ,811191
ALR000017780,AL    ,322213
ALR000018705,AL    ,811111
ALR000017475,AL    ,811191
ALR000039545,AL    ,23731
ALD000616532,AL    ,49319
ALR000033290,AL    ,44411
ALD983192089,AL    ,313311
ALR000015842,AL    ,321912
ALD983186156,AL    ,811121
ALR000011874,AL    ,811121
ALD004002655,AL    ,326211
ALR000034165,AL    ,452311
ALR000016907,AL    ,811111
ALD981758089,AL    ,49221
ALR000017087,AL    ,311615
ALD983185463,AL    ,44111
ALD981757529,AL    ,322121
ALR000045591,AL    ,321212
ALD982139974,AL    ,532112
ALD983176835,AL    ,44111
ALD983195017,AL    ,92811
ALR000007070,AL    ,212312
ALD982089518,AL    ,212312
AL0000129411,AL    ,811121
ALR000050161,AL    ,562111
ALR000030585,AL    ,56173
ALR000044313,AL    ,92219
ALR000045344,AL    ,32412
ALR000010959,AL    ,32191
ALR000019299,AL    ,33141
ALD004027579,AL    ,332312
ALD031487085,AL    ,321114
ALR000025007,AL    ,81111
ALD008180069,AL    ,321912
ALR000028241,AL    ,811191
AL0000196758,AL    ,44112
ALD982165805,AL    ,811198
ALR000014928,AL    ,32721
ALR000049536,AL    ,326199
ALR000038968,AL    ,423930
ALD148487986,AL    ,42181
ALR000029892,AL    ,532412
ALD983184391,AL    ,32551
ALR000017418,AL    ,81111
ALR000034074,AL    ,452311
ALD981919418,AL    ,33641
ALD982106288,AL    ,81111
ALR000034785,AL    ,333999
ALR000033746,AL    ,811111
ALD982116360,AL    ,62211
ALR000000513,AL    ,811411
ALD982111494,AL    ,562211
ALR000031641,AL    ,81131
ALR000012971,AL    ,325188
ALD983169426,AL    ,42271
ALR000035329,AL    ,61111
AL8570025918,AL    ,92811
ALD983193004,AL    ,44511
ALR000006809,AL    ,812331
ALD983181751,AL    ,81111
ALR000021741,AL    ,811111
ALR000020453,AL    ,811111
ALR000016477,AL    ,44112
ALD031639743,AL    ,54171
ALR000018572,AL    ,811191
ALD983193251,AL    ,488210
ALR000005173,AL    ,811111
ALD031625536,AL    ,44111
ALD981024219,AL    ,44111
AL0000063495,AL    ,44131
ALD067130039,AL    ,331511
ALD981748452,AL    ,81232
ALR000036202,AL    ,61111
ALR000035246,AL    ,61111
ALD981028426,AL    ,321219
ALD981024664,AL    ,811191
ALR000014894,AL    ,114119
ALR000014894,AL    ,48411
ALR000031120,AL    ,81232
ALR000040055,AL    ,44412
ALR000000273,AL    ,44111
ALD983195025,AL    ,335911
ALD982156424,AL    ,811111
ALD008150294,AL    ,51111
ALD980600456,AL    ,325131
ALD031507445,AL    ,42151
ALD982077562,AL    ,811111
ALR000030742,AL    ,81111
ALR000036020,AL    ,11234
ALD098850787,AL    ,49319
ALR000044842,AL    ,811113
ALR000043091,AL    ,321999
ALR000040477,AL    ,532490
ALR000040956,AL    ,49312
ALR000033522,AL    ,452311
ALR000003525,AL    ,23891
ALR000054288,AL    ,81111
ALD982086027,AL    ,811111
ALR000040626,AL    ,92612
ALD980601827,AL    ,31321
ALD004003091,AL    ,331111
ALR000022517,AL    ,44131
ALD981023419,AL    ,811213
ALD072096126,AL    ,333618
ALD031522881,AL    ,81232
ALD983171489,AL    ,811111
ALR000025619,AL    ,811121
ALD983185430,AL    ,53212
ALR000017152,AL    ,811118
ALR000053579,AL    ,23832
ALR000018747,AL    ,48849
ALR000019232,AL    ,44131
ALR000018275,AL    ,212319
ALR000054148,AL    ,811191
ALR000000596,AL    ,811111
ALR000035493,AL    ,488410
ALR000008060,AL    ,33991
ALD084957737,AL    ,56171
ALD981472749,AL    ,81232
ALD067103705,AL    ,332618
ALD031506702,AL    ,4841
ALD057207417,AL    ,332322
ALD982143836,AL    ,31331
ALR000042358,AL    ,339112
ALD981750086,AL    ,42181
ALR000009597,AL    ,811111
ALR000027300,AL    ,325414
ALD983173311,AL    ,441
ALD007454085,AL    ,325192
ALR000017046,AL    ,81111
ALD983167081,AL    ,811121
ALD982092512,AL    ,81232
ALD000652438,AL    ,321113
ALR000016733,AL    ,532412
ALR000037119,AL    ,811111
ALN930617003,AL    ,81111
ALR000037077,AL    ,811111
ALR000005280,AL    ,45211
ALR000018432,AL    ,212312
ALR000002543,AL    ,33636
ALR000013201,AL    ,332322
ALR000017426,AL    ,811111
ALR000017426,AL    ,811191
ALD034042200,AL    ,44111
GAD981276041,AL    ,48411
NC0000942144,AL    ,562219
GAD000616367,AL    ,562211
ALR000043034,AL    ,56291
SCD987584778,AL    ,562998
ALD000826776,AL    ,51331
ALR000040980,AL    ,488119
ALD983193459,AL    ,811121
ALR000021865,AL    ,31191
ALR000024422,AL    ,21112
ALD982108748,AL    ,336414
ALD053365169,AL    ,331315
ALR000027268,AL    ,49211
ALD982144610,AL    ,44112
ALD982144610,AL    ,811111
ALD067105015,AL    ,321114
ALD983181793,AL    ,44111
AL8180090039,AL    ,811111
ALR000017483,AL    ,811118
KYD981806383,AL    ,562998
TNR000021550,AL    ,485991
NCR000138107,AL    ,339999
GAR000027599,AL    ,562219
AL4640090003,AL    ,561110
ALR000032672,AL    ,44411
ALR000033720,AL    ,44411
ALR000031013,AL    ,23731
ALD044490183,AL    ,48832
ALR000052050,AL    ,44611
ALR000052829,AL    ,812922
ALR000048785,AL    ,811111
ALR000052779,AL    ,44611
ALR000049767,AL    ,621111
ALR000039388,AL    ,811191
ALR000021766,AL    ,44122
ALR000054163,AL    ,331511
ALD008161416,AL    ,321113
ALD008161416,AL    ,321114
ALR000038893,AL    ,336111
ALD981756968,AL    ,336413
AL3210020027,AL    ,562112
ALD981867062,AL    ,325211
ALR000016261,AL    ,33637
ALD084948157,AL    ,336413
ALR000049403,AL    ,23731
ALD067123570,AL    ,33111
ALD003397569,AL    ,331511
GAR000017970,AL    ,56291
ALR000054049,AL    ,81111
MIK757944491,AL    ,562112
ILR000107086,AL    ,54162
ILD062333752,AL    ,484121
IND984957563,AL    ,48423
MID186804399,AL    ,562112
ILD984919498,AL    ,562212
IND058484114,AL    ,48411
ARD981513385,AL    ,48422
NMD002208627,AL    ,562211
LAR000045963,AL    ,484121
TXR000078094,AL    ,48422
TXD988057931,AL    ,484121
AZR000508515,AL    ,484121
CAD004778742,AL    ,23891
MAC300006038,AL    ,48411
NJR000011528,AL    ,562112
NYD049178296,AL    ,484121
NYD982792814,AL    ,48423
ALR000038166,AL    ,45221
ALR000052787,AL    ,44611
ALD031530546,AL    ,441110
ALR000051961,AL    ,446110
ALR000032953,AL    ,81111
ALR000048835,AL    ,484122
ALR000044321,AL    ,332812
ALR000018937,AL    ,811111
ALR000053751,AL    ,811191
ALR000002758,AL    ,812332
ALD983190760,AL    ,331492
ALD131171456,AL    ,321211
ALR000050518,AL    ,453998
ALR000049197,AL    ,44131
ALR000052597,AL    ,44611
ALR000005389,AL    ,49311
ALD004006193,AL    ,311421
ALR000053819,AL    ,23799
ALD983182437,AL    ,4841
ALD983171364,AL    ,811118
ALD982141244,AL    ,31151
ALR000044693,AL    ,562119
ALR000030379,AL    ,482111
ALR000031559,AL    ,532111
ALD982157398,AL    ,811111
ALR000052753,AL    ,812922
AL0000980623,AL    ,53212
ALR000040790,AL    ,562119
ALR000035725,AL    ,327992
ALD981758188,AL    ,333414
ALR000017707,AL    ,562111
ALR000043380,AL    ,92119
ALR000029710,AL    ,44131
ALR000030437,AL    ,61121
ALR000044602,AL    ,452311
ALR000029850,AL    ,44711
ALR000018317,AL    ,81111
ALR000018317,AL    ,811118
ALD982144883,AL    ,81111
ALR000019067,AL    ,811191
ALR000045393,AL    ,81131
ALR000046359,AL    ,481111
ALD983170838,AL    ,81111
ALR000032003,AL    ,237110
ALD098850563,AL    ,48411
ALD098850563,AL    ,48412
ALR000017962,AL    ,811191
ALD041006297,AL    ,322299
ALR000048702,AL    ,811111
ALR000005033,AL    ,31-33
ALR000013938,AL    ,335121
ALD981023716,AL    ,811213
ALR000037754,AL    ,811111
ALR000046748,AL    ,811111
ALR000024299,AL    ,48411
ALD004015822,AL    ,333922
ALR000005744,AL    ,811111
ALD983175209,AL    ,42183
AL0000593087,AL    ,32616
ALR000037895,AL    ,92512
ALD114301534,AL    ,336612
ALD982124430,AL    ,482111
ALR000022095,AL    ,811111
ALD982129843,AL    ,42112
ALD982170573,AL    ,81232
ALR000029744,AL    ,48832
ALR000050898,AL    ,811191
ALR000027060,AL    ,44131
ALD983191198,AL    ,33711
ALR000013276,AL    ,44611
ALR000013425,AL    ,324122
ALD983173808,AL    ,327112
ALD983194325,AL    ,811111
ALD983170077,AL    ,4471
ALR000049387,AL    ,325412
ALR000001313,AL    ,81232
ALR000034827,AL    ,324121
ALD983178278,AL    ,42351
ALR000040360,AL    ,23731
AL0001021781,AL    ,81111
ALR000052290,AL    ,44611
AL7570024185,AL    ,51919
ALD059894683,AL    ,81112
ALR000040006,AL    ,336111
ALR000014431,AL    ,42393
ALD007961220,AL    ,423710
ALR000014993,AL    ,311812
ALR000032300,AL    ,48899
ALR000047019,AL    ,811111
ALD982134835,AL    ,332999
ALD981023583,AL    ,81131
ALR000013490,AL    ,332812
ALR000021626,AL    ,811111
ALR000037135,AL    ,811111
ALR000037135,AL    ,44112
ALD077640449,AL    ,334418
ALR000026351,AL    ,811111
ALD034040089,AL    ,81119
ALR000023424,AL    ,811191
ALR000012211,AL    ,3261
ALR000018622,AL    ,811118
ALR000024893,AL    ,811191
ALD050166750,AL    ,33421
ALR000017038,AL    ,811191
ALR000017228,AL    ,811191
ALD983176314,AL    ,44111
ALR000007880,AL    ,532412
ALR000030981,AL    ,44111
ALR000030940,AL    ,336611
ALR000022871,AL    ,811191
AL0000879387,AL    ,81111
ALD981860471,AL    ,44111
ALD052682762,AL    ,332813
ALD981923527,AL    ,44111
ALD983171471,AL    ,811111
ALR000032870,AL    ,333412
ALD982125668,AL    ,333993
ALR000051912,AL    ,44611
ALD983192592,AL    ,333319
ALD983192592,AL    ,332322
ALD983174988,AL    ,81232
ALD983193079,AL    ,561499
AL0000989541,AL    ,332313
ALD982166498,AL    ,321114
ALR000051078,AL    ,221111
ALD983167545,AL    ,811121
ALD983184961,AL    ,811121
ALD983184078,AL    ,333319
ALR000014704,AL    ,811118
ALD004032561,AL    ,48411
ALD072467269,AL    ,62211
ALR000017491,AL    ,811191
ALR000048009,AL    ,211111
ALD982110157,AL    ,325612
ALR000016154,AL    ,332999
ALR000049122,AL    ,332811
ALD077933216,AL    ,332995
ALR000005983,AL    ,71391
ALR000018689,AL    ,81111
ALR000047530,AL    ,62211
ALR000050039,AL    ,482112
ALD983184250,AL    ,48849
ALD003395043,AL    ,332111
ALR000008003,AL    ,81232
ALR000049098,AL    ,337127
ALD091403642,AL    ,811191
ALD004020855,AL    ,337215
ALD047571476,AL    ,326199
ALD983180175,AL    ,33231
ALD095688875,AL    ,32532
ALD095704011,AL    ,484230
ALD983195330,AL    ,452311
ALR000034280,AL    ,562111
ALD980559843,AL    ,334511
ALR000018713,AL    ,811111
ALR000010751,AL    ,49221
ALD034040261,AL    ,44611
ALR000033829,AL    ,56121
ALR000045419,AL    ,493190
ALR000007567,AL    ,81111
AL0000362830,AL    ,811111
ALR000032417,AL    ,333511
ALR000023226,AL    ,811191
ALD983178682,AL    ,486210
ALR000018382,AL    ,331513
ALR000026948,AL    ,44131
ALR000043356,AL    ,48422
ALD983194069,AL    ,811111
ALD983195363,AL    ,333132
ALR000037671,AL    ,811111
ALD981023187,AL    ,81111
ALR000005728,AL    ,333911
ALR000048413,AL    ,4883
ALD983180050,AL    ,532111
ALD983174483,AL    ,323119
ALR000007104,AL    ,334412
ALR000018283,AL    ,811111
ALR000018283,AL    ,811191
ALR000037028,AL    ,62211
AL0000798199,AL    ,323114
AL0000798199,AL    ,32311
ALR000011676,AL    ,221111
ALR000033936,AL    ,811111
ALD981868235,AL    ,81232
ALR000048199,AL    ,42351
ALR000011460,AL    ,44131
ALD983168147,AL    ,92612
ALD981757834,AL    ,81232
AL0000092981,AL    ,811121
ALD983191842,AL    ,81112
ALD983176587,AL    ,42269
ALD031532526,AL    ,81112
ALR000015131,AL    ,42351
ALR000017467,AL    ,811118
ALR000038828,AL    ,322211
ALR000047118,AL    ,811191
ALD139650394,AL    ,811113
ALR000028571,AL    ,42471
ALR000024430,AL    ,211120
ALR000045641,AL    ,92811
ALR000044131,AL    ,336212
ALD007867369,AL    ,4841
ALD983178476,AL    ,811121
ALD983178476,AL    ,811198
ALD067111450,AL    ,332812
ALR000008946,AL    ,811121
ALR000019620,AL    ,44131
ALR000008805,AL    ,336370
ALD983180134,AL    ,42183
ALD982132086,AL    ,334417
ALR000018598,AL    ,81111
ALR000021634,AL    ,811111
AL0000486142,AL    ,323113
ALR000008862,AL    ,42272
ALR000010207,AL    ,337122
ALR000042291,AL    ,54199
ALR000040337,AL    ,23731
ALR000003681,AL    ,811111
ALD982123283,AL    ,336320
ALR000034496,AL    ,611519
ALR000018861,AL    ,48411
ALD981023484,AL    ,811111
ALD981023484,AL    ,92811
ALR000031203,AL    ,811191
ALR000031211,AL    ,811111
ALR000026302,AL    ,221112
ALR000037606,AL    ,81112
ALD983192790,AL    ,311119
ALD981023526,AL    ,811111
ALR000044099,AL    ,334511
ALR000012849,AL    ,333319
ALD981476914,AL    ,323116
ALD983175118,AL    ,44111
ALR000017509,AL    ,81111
ALD001661362,AL    ,337121
ALR000019463,AL    ,221112
ALD000823328,AL    ,321212
ALD082064775,AL    ,812331
AL0000233536,AL    ,42161
ALR000047951,AL    ,811191
ALR000029330,AL    ,811111
ALR000023234,AL    ,44112
ALD983194697,AL    ,44111
ALD981932957,AL    ,45299
ALD982079683,AL    ,33251
AL0000194753,AL    ,56173
ALR000040519,AL    ,56291
ALR000009050,AL    ,325412
ALD031594807,AL    ,811192
ALD981030869,AL    ,334419
ALD055156749,AL    ,81131
ALD034106278,AL    ,81111
ALR000021915,AL    ,811111
ALD047869227,AL    ,81232
ALD983169111,AL    ,337127
ALD044075539,AL    ,334419
ALR000048058,AL    ,81131
ALR000018564,AL    ,811111
ALR000046342,AL    ,54171
ALR000046391,AL    ,335999
ALD000615542,AL    ,22112
ALR000012484,AL    ,321113
ALR000017012,AL    ,81111
ALR000033399,AL    ,44411
ALR000048397,AL    ,92412
ALR000016790,AL    ,811111
ALR000032227,AL    ,811113
ALR000021956,AL    ,811111
ALR000016600,AL    ,42381
ALR000023648,AL    ,452311
ALR000023820,AL    ,452311
ALD983174749,AL    ,484121
ALR000017194,AL    ,811118
ALR000040063,AL    ,811111
ALR000005884,AL    ,332721
ALR000021592,AL    ,336415
ALR000049437,AL    ,44132
ALD983169582,AL    ,44511
ALR000006627,AL    ,811122
ALR000050203,AL    ,622110
ALD983194614,AL    ,811111
ALD054561659,AL    ,811111
ALD095698551,AL    ,326199
ALR000030924,AL    ,323119
ALD004009221,AL    ,312111
ALD000604249,AL    ,562112
ALD981757719,AL    ,49221
ALD031487085,AL    ,321912
ALR000043976,AL    ,562991
ALR000010850,AL    ,49221
ALR000044669,AL    ,339112
ALD983178419,AL    ,811111
ALR000009159,AL    ,811121
ALR000036897,AL    ,562111
ALD981922701,AL    ,23411
ALD983169962,AL    ,44131
ALR000037143,AL    ,811111
ALR000038695,AL    ,81111
AL0000077032,AL    ,61121
ALD146111604,AL    ,81232
ALR000042630,AL    ,446110
ALD983174277,AL    ,336413
ALR000014456,AL    ,32732
ALR000038885,AL    ,81111
ALR000038885,AL    ,811118
ALR000043836,AL    ,811118
ALR000034785,AL    ,336413
ALR000038489,AL    ,61111
ALR000038489,AL    ,61163
ALR000015289,AL    ,32732
ALR000046532,AL    ,23832
ALR000017434,AL    ,81111
ALR000040618,AL    ,811111
ALR000017640,AL    ,331511
ALR000001891,AL    ,331511
ALR000003541,AL    ,324121
ALR000026625,AL    ,332999
AL0000881789,AL    ,423810
ALR000009944,AL    ,331221
ALD983169095,AL    ,31122
ALR000043935,AL    ,811118
ALR000026658,AL    ,48423
ALD982090540,AL    ,811111
ALR000020453,AL    ,44111
ALR000032193,AL    ,81232
ALD983184342,AL    ,44131
ALR000009456,AL    ,331314
ALD983171844,AL    ,326113
ALD981923188,AL    ,61131
ALR000016998,AL    ,81111
ALR000016998,AL    ,811191
ALR000044594,AL    ,221122
ALR000043570,AL    ,313312
ALR000017582,AL    ,326160
ALD058134354,AL    ,311111
ALD983180308,AL    ,481212
ALD981023377,AL    ,81111
ALD981023377,AL    ,92811
ALR000022541,AL    ,44111
ALD983174624,AL    ,811121
ALD085765956,AL    ,325412
ALD034070383,AL    ,4471
ALD982083040,AL    ,811111
AL0000557736,AL    ,81232
ALR000032987,AL    ,81232
ALR000006668,AL    ,45211
ALR000005793,AL    ,811111
ALD983175175,AL    ,44221
AL0000028886,AL    ,42151
ALD982114647,AL    ,31323
ALD983194812,AL    ,811121
ALD983194200,AL    ,45211
ALD983170473,AL    ,4471
AL0000194514,AL    ,811111
ALR000038356,AL    ,56173
ALR000003590,AL    ,488999
ALR000043679,AL    ,56291
ALR000050047,AL    ,482112
ALR000008136,AL    ,81232
ALR000050963,AL    ,811118
